run_tag,gen,slot,baseline,reward,bankrupt
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,10,0,198.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,16,1,200.125,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,16,1,192.625,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,9,0,190.15,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,8,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,12,0,229.15,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,0,0,190.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,14,0,189.325,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,3,0,202.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,3,0,189.95,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,8,0,194.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,0,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,9,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,12,0,193.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,14,0,187.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,15,0,192.22500000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,2,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,10,0,192.225,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,15,0,196.375,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,6,0,213.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,6,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,1,0,195.7,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,2,0,194.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,14,0,192.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,4,0,178.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,1,0,194.325,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,14,0,190.425,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,7,0,187.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,5,0,189.2,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,7,0,183.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,4,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,16,1,190.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,9,0,198.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,7,0,193.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,7,5,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,1,0,184.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,12,0,195.85,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,16,1,198.72500000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,7,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,10,0,194.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,3,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,3,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,6,0,191.825,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,13,0,190.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,1,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,13,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,12,0,195.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,9,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,8,0,194.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,6,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,2,0,203.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,15,0,195.125,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,11,0,191.825,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,0,0,197.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,11,0,191.825,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,5,0,206.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,2,0,193.325,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,8,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,0,0,190.125,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,10,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,5,0,188.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,4,0,194.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,15,0,197.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,14,0,199.975,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,15,0,195.875,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,4,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,9,0,193.2,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,10,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,14,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,9,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,9,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,7,0,191.95,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,7,0,200.6,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,15,0,191.65,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,10,0,192.72500000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,10,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,1,0,191.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,8,0,197.625,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,12,0,197.625,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,5,0,196.715,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,8,0,190.025,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,0,0,192.425,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,3,0,201.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,5,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,1,0,191.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,0,0,195.375,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,2,0,227.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,6,0,181.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,12,0,200.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,2,0,193.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,3,0,198.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,15,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,0,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,11,0,201.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,13,0,192.325,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,6,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,4,0,191.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,4,0,202.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,16,1,188.60000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,11,0,202.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,13,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,13,0,184.57500000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,13,0,194.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,7,0,222.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,16,1,191.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,16,1,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,7,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,12,0,192.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,9,0,198.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,6,0,187.65,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,10,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,8,16,1,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,12,0,222.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,10,0,188.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,8,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,2,0,206.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,8,0,198.05,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,3,0,188.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,3,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,6,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,11,0,195.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,11,0,207.125,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,0,0,200.05,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,1,0,219.15,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,14,0,265.175,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,0,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,15,0,189.6,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,1,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,9,0,192.55,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,4,0,194.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,5,0,200.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,4,0,202.85,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,2,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,15,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,5,0,201.875,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,14,0,195.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,14,0,192.2,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,2,0,242.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,13,0,186.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,1,0,191.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,16,1,195.375,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,9,1,0,196.25,0
